anchor_compound_key,anchor_compound_id,anchor_organisms,neighbor_rank,neighbor_compound_key,neighbor_compound_id,neighbor_organisms,tanimoto_morgan_r2_2048,fingerprint_definition
GDIKNPZGPCUHQP-UHFFFAOYSA-N,WSA255,Acinetobacter baumannii;Pseudomonas aeruginosa,9,LLKLWYWYWKDHMZ-UHFFFAOYSA-N,FRAUNFELTER2023-5,Pseudomonas aeruginosa,0.152381,"RDKit Morgan radius=2, fpSize=2048, canonical isomeric SMILES"
GDIKNPZGPCUHQP-UHFFFAOYSA-N,WSA255,Acinetobacter baumannii;Pseudomonas aeruginosa,10,NLTZNXHLSWPGMA-UHFFFAOYSA-N,WSA257,Acinetobacter baumannii;Pseudomonas aeruginosa,0.132075,"RDKit Morgan radius=2, fpSize=2048, canonical isomeric SMILES"
GXYVJEJKTGYEDL-UHFFFAOYSA-N,WSA297,Acinetobacter baumannii,1,HCBCVTVDQQQYPH-UHFFFAOYSA-N,WSA296,Acinetobacter baumannii,0.776119,"RDKit Morgan radius=2, fpSize=2048, canonical isomeric SMILES"
GXYVJEJKTGYEDL-UHFFFAOYSA-N,WSA297,Acinetobacter baumannii,2,IZWVLJVCXHHUOO-UHFFFAOYSA-N,WSA298,Acinetobacter baumannii,0.757576,"RDKit Morgan radius=2, fpSize=2048, canonical isomeric SMILES"
GXYVJEJKTGYEDL-UHFFFAOYSA-N,WSA297,Acinetobacter baumannii,3,FPTVNOKSIHPUTA-UHFFFAOYSA-N,WSA294,Acinetobacter baumannii,0.734375,"RDKit Morgan radius=2, fpSize=2048, canonical isomeric SMILES"
GXYVJEJKTGYEDL-UHFFFAOYSA-N,WSA297,Acinetobacter baumannii,4,YEMLSUARMQTHJO-UHFFFAOYSA-N,WSA249,Acinetobacter baumannii;Pseudomonas aeruginosa,0.549296,"RDKit Morgan radius=2, fpSize=2048, canonical isomeric SMILES"
GXYVJEJKTGYEDL-UHFFFAOYSA-N,WSA297,Acinetobacter baumannii,5,JWHCVPMRQDOIHA-UHFFFAOYSA-N,WSA278,Acinetobacter baumannii,0.532468,"RDKit Morgan radius=2, fpSize=2048, canonical isomeric SMILES"
GXYVJEJKTGYEDL-UHFFFAOYSA-N,WSA297,Acinetobacter baumannii,6,XQBWCRMKNUAPEC-UHFFFAOYSA-N,WSA280,Acinetobacter baumannii,0.493506,"RDKit Morgan radius=2, fpSize=2048, canonical isomeric SMILES"
GXYVJEJKTGYEDL-UHFFFAOYSA-N,WSA297,Acinetobacter baumannii,7,AVMFLQZOZFHZLB-UHFFFAOYSA-N,WSA276,Acinetobacter baumannii,0.475,"RDKit Morgan radius=2, fpSize=2048, canonical isomeric SMILES"
GXYVJEJKTGYEDL-UHFFFAOYSA-N,WSA297,Acinetobacter baumannii,8,SSOJQSHUAQGPLD-UHFFFAOYSA-N,WSA250,Acinetobacter baumannii;Pseudomonas aeruginosa,0.358025,"RDKit Morgan radius=2, fpSize=2048, canonical isomeric SMILES"
GXYVJEJKTGYEDL-UHFFFAOYSA-N,WSA297,Acinetobacter baumannii,9,NLTZNXHLSWPGMA-UHFFFAOYSA-N,WSA257,Acinetobacter baumannii;Pseudomonas aeruginosa,0.337209,"RDKit Morgan radius=2, fpSize=2048, canonical isomeric SMILES"
GXYVJEJKTGYEDL-UHFFFAOYSA-N,WSA297,Acinetobacter baumannii,10,LKLACXNGVWXYAW-UHFFFAOYSA-N,WARD2024-6,Pseudomonas aeruginosa,0.308642,"RDKit Morgan radius=2, fpSize=2048, canonical isomeric SMILES"
HCBCVTVDQQQYPH-UHFFFAOYSA-N,WSA296,Acinetobacter baumannii,1,FPTVNOKSIHPUTA-UHFFFAOYSA-N,WSA294,Acinetobacter baumannii,0.827586,"RDKit Morgan radius=2, fpSize=2048, canonical isomeric SMILES"
HCBCVTVDQQQYPH-UHFFFAOYSA-N,WSA296,Acinetobacter baumannii,2,IZWVLJVCXHHUOO-UHFFFAOYSA-N,WSA298,Acinetobacter baumannii,0.790323,"RDKit Morgan radius=2, fpSize=2048, canonical isomeric SMILES"
HCBCVTVDQQQYPH-UHFFFAOYSA-N,WSA296,Acinetobacter baumannii,3,GXYVJEJKTGYEDL-UHFFFAOYSA-N,WSA297,Acinetobacter baumannii,0.776119,"RDKit Morgan radius=2, fpSize=2048, canonical isomeric SMILES"
HCBCVTVDQQQYPH-UHFFFAOYSA-N,WSA296,Acinetobacter baumannii,4,JWHCVPMRQDOIHA-UHFFFAOYSA-N,WSA278,Acinetobacter baumannii,0.686567,"RDKit Morgan radius=2, fpSize=2048, canonical isomeric SMILES"
HCBCVTVDQQQYPH-UHFFFAOYSA-N,WSA296,Acinetobacter baumannii,5,YEMLSUARMQTHJO-UHFFFAOYSA-N,WSA249,Acinetobacter baumannii;Pseudomonas aeruginosa,0.590909,"RDKit Morgan radius=2, fpSize=2048, canonical isomeric SMILES"
HCBCVTVDQQQYPH-UHFFFAOYSA-N,WSA296,Acinetobacter baumannii,6,XQBWCRMKNUAPEC-UHFFFAOYSA-N,WSA280,Acinetobacter baumannii,0.549296,"RDKit Morgan radius=2, fpSize=2048, canonical isomeric SMILES"
HCBCVTVDQQQYPH-UHFFFAOYSA-N,WSA296,Acinetobacter baumannii,7,AVMFLQZOZFHZLB-UHFFFAOYSA-N,WSA276,Acinetobacter baumannii,0.527027,"RDKit Morgan radius=2, fpSize=2048, canonical isomeric SMILES"
HCBCVTVDQQQYPH-UHFFFAOYSA-N,WSA296,Acinetobacter baumannii,8,SSOJQSHUAQGPLD-UHFFFAOYSA-N,WSA250,Acinetobacter baumannii;Pseudomonas aeruginosa,0.381579,"RDKit Morgan radius=2, fpSize=2048, canonical isomeric SMILES"
HCBCVTVDQQQYPH-UHFFFAOYSA-N,WSA296,Acinetobacter baumannii,9,NLTZNXHLSWPGMA-UHFFFAOYSA-N,WSA257,Acinetobacter baumannii;Pseudomonas aeruginosa,0.358025,"RDKit Morgan radius=2, fpSize=2048, canonical isomeric SMILES"
HCBCVTVDQQQYPH-UHFFFAOYSA-N,WSA296,Acinetobacter baumannii,10,LKLACXNGVWXYAW-UHFFFAOYSA-N,WARD2024-6,Pseudomonas aeruginosa,0.328947,"RDKit Morgan radius=2, fpSize=2048, canonical isomeric SMILES"
HXWNUGNSPIOUKJ-HNNXBMFYSA-N,STEED2022-17,Pseudomonas aeruginosa,1,WIDVPHSBAXLSEU-LJQANCHMSA-N,FRAUNFELTER2023-1,Pseudomonas aeruginosa,0.714286,"RDKit Morgan radius=2, fpSize=2048, canonical isomeric SMILES"
HXWNUGNSPIOUKJ-HNNXBMFYSA-N,STEED2022-17,Pseudomonas aeruginosa,2,DHQKBEDPXLHXAJ-OAQYLSRUSA-N,STEED2022-19,Pseudomonas aeruginosa,0.645161,"RDKit Morgan radius=2, fpSize=2048, canonical isomeric SMILES"
HXWNUGNSPIOUKJ-HNNXBMFYSA-N,STEED2022-17,Pseudomonas aeruginosa,3,DCLANSSFVIGXHQ-OAQYLSRUSA-N,STEED2022-18,Pseudomonas aeruginosa,0.470588,"RDKit Morgan radius=2, fpSize=2048, canonical isomeric SMILES"
HXWNUGNSPIOUKJ-HNNXBMFYSA-N,STEED2022-17,Pseudomonas aeruginosa,4,BMTCMYDFINDWQK-UHFFFAOYSA-N,WARD2024-5,Pseudomonas aeruginosa,0.457627,"RDKit Morgan radius=2, fpSize=2048, canonical isomeric SMILES"
HXWNUGNSPIOUKJ-HNNXBMFYSA-N,STEED2022-17,Pseudomonas aeruginosa,5,IIRFHYMEOYQCBC-UHFFFAOYSA-N,WARD2024-11,Pseudomonas aeruginosa,0.45,"RDKit Morgan radius=2, fpSize=2048, canonical isomeric SMILES"
HXWNUGNSPIOUKJ-HNNXBMFYSA-N,STEED2022-17,Pseudomonas aeruginosa,6,BAVNIUAXBSRCQM-UHFFFAOYSA-N,WARD2024-7,Pseudomonas aeruginosa,0.45,"RDKit Morgan radius=2, fpSize=2048, canonical isomeric SMILES"
HXWNUGNSPIOUKJ-HNNXBMFYSA-N,STEED2022-17,Pseudomonas aeruginosa,7,OUUCQDAKDZWOHC-UHFFFAOYSA-N,WARD2024-9,Pseudomonas aeruginosa,0.442623,"RDKit Morgan radius=2, fpSize=2048, canonical isomeric SMILES"
HXWNUGNSPIOUKJ-HNNXBMFYSA-N,STEED2022-17,Pseudomonas aeruginosa,8,DVUDEYVEBQKKMF-UHFFFAOYSA-N,WARD2024-1,Pseudomonas aeruginosa,0.442623,"RDKit Morgan radius=2, fpSize=2048, canonical isomeric SMILES"
HXWNUGNSPIOUKJ-HNNXBMFYSA-N,STEED2022-17,Pseudomonas aeruginosa,9,RIDDIWJTDCGXDH-NRFANRHFSA-N,STEED2022-15,Pseudomonas aeruginosa,0.439394,"RDKit Morgan radius=2, fpSize=2048, canonical isomeric SMILES"
HXWNUGNSPIOUKJ-HNNXBMFYSA-N,STEED2022-17,Pseudomonas aeruginosa,10,UYSBYFPUEOTVDZ-UHFFFAOYSA-N,WARD2024-17,Pseudomonas aeruginosa,0.428571,"RDKit Morgan radius=2, fpSize=2048, canonical isomeric SMILES"
IIRFHYMEOYQCBC-UHFFFAOYSA-N,WARD2024-11,Pseudomonas aeruginosa,1,DVUDEYVEBQKKMF-UHFFFAOYSA-N,WARD2024-1,Pseudomonas aeruginosa,0.8,"RDKit Morgan radius=2, fpSize=2048, canonical isomeric SMILES"
IIRFHYMEOYQCBC-UHFFFAOYSA-N,WARD2024-11,Pseudomonas aeruginosa,2,BMTCMYDFINDWQK-UHFFFAOYSA-N,WARD2024-5,Pseudomonas aeruginosa,0.645833,"RDKit Morgan radius=2, fpSize=2048, canonical isomeric SMILES"
IIRFHYMEOYQCBC-UHFFFAOYSA-N,WARD2024-11,Pseudomonas aeruginosa,3,BAVNIUAXBSRCQM-UHFFFAOYSA-N,WARD2024-7,Pseudomonas aeruginosa,0.632653,"RDKit Morgan radius=2, fpSize=2048, canonical isomeric SMILES"
IIRFHYMEOYQCBC-UHFFFAOYSA-N,WARD2024-11,Pseudomonas aeruginosa,4,OUUCQDAKDZWOHC-UHFFFAOYSA-N,WARD2024-9,Pseudomonas aeruginosa,0.62,"RDKit Morgan radius=2, fpSize=2048, canonical isomeric SMILES"
IIRFHYMEOYQCBC-UHFFFAOYSA-N,WARD2024-11,Pseudomonas aeruginosa,5,UYSBYFPUEOTVDZ-UHFFFAOYSA-N,WARD2024-17,Pseudomonas aeruginosa,0.537037,"RDKit Morgan radius=2, fpSize=2048, canonical isomeric SMILES"
IIRFHYMEOYQCBC-UHFFFAOYSA-N,WARD2024-11,Pseudomonas aeruginosa,6,UOLLIRMONGMMAV-UHFFFAOYSA-N,WARD2024-21,Pseudomonas aeruginosa,0.527273,"RDKit Morgan radius=2, fpSize=2048, canonical isomeric SMILES"
IIRFHYMEOYQCBC-UHFFFAOYSA-N,WARD2024-11,Pseudomonas aeruginosa,7,PXXYITLVUSHXPN-UHFFFAOYSA-N,WARD2024-19,Pseudomonas aeruginosa,0.527273,"RDKit Morgan radius=2, fpSize=2048, canonical isomeric SMILES"
IIRFHYMEOYQCBC-UHFFFAOYSA-N,WARD2024-11,Pseudomonas aeruginosa,8,LKLACXNGVWXYAW-UHFFFAOYSA-N,WARD2024-6,Pseudomonas aeruginosa,0.5,"RDKit Morgan radius=2, fpSize=2048, canonical isomeric SMILES"
IIRFHYMEOYQCBC-UHFFFAOYSA-N,WARD2024-11,Pseudomonas aeruginosa,9,YEMLSUARMQTHJO-UHFFFAOYSA-N,WSA249,Acinetobacter baumannii;Pseudomonas aeruginosa,0.491525,"RDKit Morgan radius=2, fpSize=2048, canonical isomeric SMILES"
IIRFHYMEOYQCBC-UHFFFAOYSA-N,WARD2024-11,Pseudomonas aeruginosa,10,SVSBIDILOVJTHE-UHFFFAOYSA-N,WARD2024-13,Pseudomonas aeruginosa,0.491525,"RDKit Morgan radius=2, fpSize=2048, canonical isomeric SMILES"
IZWVLJVCXHHUOO-UHFFFAOYSA-N,WSA298,Acinetobacter baumannii,1,FPTVNOKSIHPUTA-UHFFFAOYSA-N,WSA294,Acinetobacter baumannii,0.872727,"RDKit Morgan radius=2, fpSize=2048, canonical isomeric SMILES"
IZWVLJVCXHHUOO-UHFFFAOYSA-N,WSA298,Acinetobacter baumannii,2,HCBCVTVDQQQYPH-UHFFFAOYSA-N,WSA296,Acinetobacter baumannii,0.790323,"RDKit Morgan radius=2, fpSize=2048, canonical isomeric SMILES"
IZWVLJVCXHHUOO-UHFFFAOYSA-N,WSA298,Acinetobacter baumannii,3,GXYVJEJKTGYEDL-UHFFFAOYSA-N,WSA297,Acinetobacter baumannii,0.757576,"RDKit Morgan radius=2, fpSize=2048, canonical isomeric SMILES"
IZWVLJVCXHHUOO-UHFFFAOYSA-N,WSA298,Acinetobacter baumannii,4,YEMLSUARMQTHJO-UHFFFAOYSA-N,WSA249,Acinetobacter baumannii;Pseudomonas aeruginosa,0.619048,"RDKit Morgan radius=2, fpSize=2048, canonical isomeric SMILES"
IZWVLJVCXHHUOO-UHFFFAOYSA-N,WSA298,Acinetobacter baumannii,5,XQBWCRMKNUAPEC-UHFFFAOYSA-N,WSA280,Acinetobacter baumannii,0.550725,"RDKit Morgan radius=2, fpSize=2048, canonical isomeric SMILES"
IZWVLJVCXHHUOO-UHFFFAOYSA-N,WSA298,Acinetobacter baumannii,6,JWHCVPMRQDOIHA-UHFFFAOYSA-N,WSA278,Acinetobacter baumannii,0.527778,"RDKit Morgan radius=2, fpSize=2048, canonical isomeric SMILES"
IZWVLJVCXHHUOO-UHFFFAOYSA-N,WSA298,Acinetobacter baumannii,7,AVMFLQZOZFHZLB-UHFFFAOYSA-N,WSA276,Acinetobacter baumannii,0.527778,"RDKit Morgan radius=2, fpSize=2048, canonical isomeric SMILES"
IZWVLJVCXHHUOO-UHFFFAOYSA-N,WSA298,Acinetobacter baumannii,8,SSOJQSHUAQGPLD-UHFFFAOYSA-N,WSA250,Acinetobacter baumannii;Pseudomonas aeruginosa,0.378378,"RDKit Morgan radius=2, fpSize=2048, canonical isomeric SMILES"
IZWVLJVCXHHUOO-UHFFFAOYSA-N,WSA298,Acinetobacter baumannii,9,NLTZNXHLSWPGMA-UHFFFAOYSA-N,WSA257,Acinetobacter baumannii;Pseudomonas aeruginosa,0.35443,"RDKit Morgan radius=2, fpSize=2048, canonical isomeric SMILES"
IZWVLJVCXHHUOO-UHFFFAOYSA-N,WSA298,Acinetobacter baumannii,10,LKLACXNGVWXYAW-UHFFFAOYSA-N,WARD2024-6,Pseudomonas aeruginosa,0.324324,"RDKit Morgan radius=2, fpSize=2048, canonical isomeric SMILES"
JHBGNEYJXHSZKP-UHFFFAOYSA-N,WARD2024-20,Pseudomonas aeruginosa,1,OQBHGUMTARFMHR-UHFFFAOYSA-N,WARD2024-18,Pseudomonas aeruginosa,0.641791,"RDKit Morgan radius=2, fpSize=2048, canonical isomeric SMILES"
JHBGNEYJXHSZKP-UHFFFAOYSA-N,WARD2024-20,Pseudomonas aeruginosa,2,SGQDQCCZJOEXJH-UHFFFAOYSA-N,WARD2024-22,Pseudomonas aeruginosa,0.585714,"RDKit Morgan radius=2, fpSize=2048, canonical isomeric SMILES"
JHBGNEYJXHSZKP-UHFFFAOYSA-N,WARD2024-20,Pseudomonas aeruginosa,3,LLKLWYWYWKDHMZ-UHFFFAOYSA-N,FRAUNFELTER2023-5,Pseudomonas aeruginosa,0.520548,"RDKit Morgan radius=2, fpSize=2048, canonical isomeric SMILES"
JHBGNEYJXHSZKP-UHFFFAOYSA-N,WARD2024-20,Pseudomonas aeruginosa,4,BJYUUFFIHWOTNU-UHFFFAOYSA-N,WSA302,Acinetobacter baumannii,0.186275,"RDKit Morgan radius=2, fpSize=2048, canonical isomeric SMILES"
JHBGNEYJXHSZKP-UHFFFAOYSA-N,WARD2024-20,Pseudomonas aeruginosa,5,NPEZRWZPEIGWDT-UHFFFAOYSA-N,WSA289,Acinetobacter baumannii,0.184466,"RDKit Morgan radius=2, fpSize=2048, canonical isomeric SMILES"
JHBGNEYJXHSZKP-UHFFFAOYSA-N,WARD2024-20,Pseudomonas aeruginosa,6,SSOJQSHUAQGPLD-UHFFFAOYSA-N,WSA250,Acinetobacter baumannii;Pseudomonas aeruginosa,0.179775,"RDKit Morgan radius=2, fpSize=2048, canonical isomeric SMILES"
JHBGNEYJXHSZKP-UHFFFAOYSA-N,WARD2024-20,Pseudomonas aeruginosa,7,CKJASZDKIIXJGB-UHFFFAOYSA-N,WSA238,Acinetobacter baumannii;Pseudomonas aeruginosa,0.178218,"RDKit Morgan radius=2, fpSize=2048, canonical isomeric SMILES"
JHBGNEYJXHSZKP-UHFFFAOYSA-N,WARD2024-20,Pseudomonas aeruginosa,8,UOLLIRMONGMMAV-UHFFFAOYSA-N,WARD2024-21,Pseudomonas aeruginosa,0.174419,"RDKit Morgan radius=2, fpSize=2048, canonical isomeric SMILES"
JHBGNEYJXHSZKP-UHFFFAOYSA-N,WARD2024-20,Pseudomonas aeruginosa,9,PXXYITLVUSHXPN-UHFFFAOYSA-N,WARD2024-19,Pseudomonas aeruginosa,0.174419,"RDKit Morgan radius=2, fpSize=2048, canonical isomeric SMILES"
JHBGNEYJXHSZKP-UHFFFAOYSA-N,WARD2024-20,Pseudomonas aeruginosa,10,BMTCMYDFINDWQK-UHFFFAOYSA-N,WARD2024-5,Pseudomonas aeruginosa,0.170732,"RDKit Morgan radius=2, fpSize=2048, canonical isomeric SMILES"
JWHCVPMRQDOIHA-UHFFFAOYSA-N,WSA278,Acinetobacter baumannii,1,XQBWCRMKNUAPEC-UHFFFAOYSA-N,WSA280,Acinetobacter baumannii,0.816667,"RDKit Morgan radius=2, fpSize=2048, canonical isomeric SMILES"
JWHCVPMRQDOIHA-UHFFFAOYSA-N,WSA278,Acinetobacter baumannii,2,AVMFLQZOZFHZLB-UHFFFAOYSA-N,WSA276,Acinetobacter baumannii,0.777778,"RDKit Morgan radius=2, fpSize=2048, canonical isomeric SMILES"
JWHCVPMRQDOIHA-UHFFFAOYSA-N,WSA278,Acinetobacter baumannii,3,HCBCVTVDQQQYPH-UHFFFAOYSA-N,WSA296,Acinetobacter baumannii,0.686567,"RDKit Morgan radius=2, fpSize=2048, canonical isomeric SMILES"
JWHCVPMRQDOIHA-UHFFFAOYSA-N,WSA278,Acinetobacter baumannii,4,SSOJQSHUAQGPLD-UHFFFAOYSA-N,WSA250,Acinetobacter baumannii;Pseudomonas aeruginosa,0.6,"RDKit Morgan radius=2, fpSize=2048, canonical isomeric SMILES"
JWHCVPMRQDOIHA-UHFFFAOYSA-N,WSA278,Acinetobacter baumannii,5,NLTZNXHLSWPGMA-UHFFFAOYSA-N,WSA257,Acinetobacter baumannii;Pseudomonas aeruginosa,0.557143,"RDKit Morgan radius=2, fpSize=2048, canonical isomeric SMILES"
JWHCVPMRQDOIHA-UHFFFAOYSA-N,WSA278,Acinetobacter baumannii,6,FPTVNOKSIHPUTA-UHFFFAOYSA-N,WSA294,Acinetobacter baumannii,0.544118,"RDKit Morgan radius=2, fpSize=2048, canonical isomeric SMILES"
JWHCVPMRQDOIHA-UHFFFAOYSA-N,WSA278,Acinetobacter baumannii,7,GXYVJEJKTGYEDL-UHFFFAOYSA-N,WSA297,Acinetobacter baumannii,0.532468,"RDKit Morgan radius=2, fpSize=2048, canonical isomeric SMILES"
JWHCVPMRQDOIHA-UHFFFAOYSA-N,WSA278,Acinetobacter baumannii,8,IZWVLJVCXHHUOO-UHFFFAOYSA-N,WSA298,Acinetobacter baumannii,0.527778,"RDKit Morgan radius=2, fpSize=2048, canonical isomeric SMILES"
JWHCVPMRQDOIHA-UHFFFAOYSA-N,WSA278,Acinetobacter baumannii,9,LKLACXNGVWXYAW-UHFFFAOYSA-N,WARD2024-6,Pseudomonas aeruginosa,0.369863,"RDKit Morgan radius=2, fpSize=2048, canonical isomeric SMILES"
JWHCVPMRQDOIHA-UHFFFAOYSA-N,WSA278,Acinetobacter baumannii,10,YEMLSUARMQTHJO-UHFFFAOYSA-N,WSA249,Acinetobacter baumannii;Pseudomonas aeruginosa,0.368421,"RDKit Morgan radius=2, fpSize=2048, canonical isomeric SMILES"
LKLACXNGVWXYAW-UHFFFAOYSA-N,WARD2024-6,Pseudomonas aeruginosa,1,APMKTVCBYUVFFM-UHFFFAOYSA-N,WARD2024-8,Pseudomonas aeruginosa,0.934783,"RDKit Morgan radius=2, fpSize=2048, canonical isomeric SMILES"
LKLACXNGVWXYAW-UHFFFAOYSA-N,WARD2024-6,Pseudomonas aeruginosa,2,GALJNXWUVQUDRC-UHFFFAOYSA-N,WARD2024-10,Pseudomonas aeruginosa,0.914894,"RDKit Morgan radius=2, fpSize=2048, canonical isomeric SMILES"
LKLACXNGVWXYAW-UHFFFAOYSA-N,WARD2024-6,Pseudomonas aeruginosa,3,BMTCMYDFINDWQK-UHFFFAOYSA-N,WARD2024-5,Pseudomonas aeruginosa,0.729167,"RDKit Morgan radius=2, fpSize=2048, canonical isomeric SMILES"
LKLACXNGVWXYAW-UHFFFAOYSA-N,WARD2024-6,Pseudomonas aeruginosa,4,BAVNIUAXBSRCQM-UHFFFAOYSA-N,WARD2024-7,Pseudomonas aeruginosa,0.68,"RDKit Morgan radius=2, fpSize=2048, canonical isomeric SMILES"
LKLACXNGVWXYAW-UHFFFAOYSA-N,WARD2024-6,Pseudomonas aeruginosa,5,OUUCQDAKDZWOHC-UHFFFAOYSA-N,WARD2024-9,Pseudomonas aeruginosa,0.666667,"RDKit Morgan radius=2, fpSize=2048, canonical isomeric SMILES"
LKLACXNGVWXYAW-UHFFFAOYSA-N,WARD2024-6,Pseudomonas aeruginosa,6,SSOJQSHUAQGPLD-UHFFFAOYSA-N,WSA250,Acinetobacter baumannii;Pseudomonas aeruginosa,0.642857,"RDKit Morgan radius=2, fpSize=2048, canonical isomeric SMILES"
LKLACXNGVWXYAW-UHFFFAOYSA-N,WARD2024-6,Pseudomonas aeruginosa,7,YEMLSUARMQTHJO-UHFFFAOYSA-N,WSA249,Acinetobacter baumannii;Pseudomonas aeruginosa,0.559322,"RDKit Morgan radius=2, fpSize=2048, canonical isomeric SMILES"
LKLACXNGVWXYAW-UHFFFAOYSA-N,WARD2024-6,Pseudomonas aeruginosa,8,DVUDEYVEBQKKMF-UHFFFAOYSA-N,WARD2024-1,Pseudomonas aeruginosa,0.517857,"RDKit Morgan radius=2, fpSize=2048, canonical isomeric SMILES"
LKLACXNGVWXYAW-UHFFFAOYSA-N,WARD2024-6,Pseudomonas aeruginosa,9,NLTZNXHLSWPGMA-UHFFFAOYSA-N,WSA257,Acinetobacter baumannii;Pseudomonas aeruginosa,0.515625,"RDKit Morgan radius=2, fpSize=2048, canonical isomeric SMILES"
LKLACXNGVWXYAW-UHFFFAOYSA-N,WARD2024-6,Pseudomonas aeruginosa,10,IIRFHYMEOYQCBC-UHFFFAOYSA-N,WARD2024-11,Pseudomonas aeruginosa,0.5,"RDKit Morgan radius=2, fpSize=2048, canonical isomeric SMILES"
LLKLWYWYWKDHMZ-UHFFFAOYSA-N,FRAUNFELTER2023-5,Pseudomonas aeruginosa,1,OQBHGUMTARFMHR-UHFFFAOYSA-N,WARD2024-18,Pseudomonas aeruginosa,0.550725,"RDKit Morgan radius=2, fpSize=2048, canonical isomeric SMILES"
LLKLWYWYWKDHMZ-UHFFFAOYSA-N,FRAUNFELTER2023-5,Pseudomonas aeruginosa,2,JHBGNEYJXHSZKP-UHFFFAOYSA-N,WARD2024-20,Pseudomonas aeruginosa,0.520548,"RDKit Morgan radius=2, fpSize=2048, canonical isomeric SMILES"
LLKLWYWYWKDHMZ-UHFFFAOYSA-N,FRAUNFELTER2023-5,Pseudomonas aeruginosa,3,SGQDQCCZJOEXJH-UHFFFAOYSA-N,WARD2024-22,Pseudomonas aeruginosa,0.5,"RDKit Morgan radius=2, fpSize=2048, canonical isomeric SMILES"
LLKLWYWYWKDHMZ-UHFFFAOYSA-N,FRAUNFELTER2023-5,Pseudomonas aeruginosa,4,DVUDEYVEBQKKMF-UHFFFAOYSA-N,WARD2024-1,Pseudomonas aeruginosa,0.266667,"RDKit Morgan radius=2, fpSize=2048, canonical isomeric SMILES"
LLKLWYWYWKDHMZ-UHFFFAOYSA-N,FRAUNFELTER2023-5,Pseudomonas aeruginosa,5,BMTCMYDFINDWQK-UHFFFAOYSA-N,WARD2024-5,Pseudomonas aeruginosa,0.24,"RDKit Morgan radius=2, fpSize=2048, canonical isomeric SMILES"
LLKLWYWYWKDHMZ-UHFFFAOYSA-N,FRAUNFELTER2023-5,Pseudomonas aeruginosa,6,BAVNIUAXBSRCQM-UHFFFAOYSA-N,WARD2024-7,Pseudomonas aeruginosa,0.236842,"RDKit Morgan radius=2, fpSize=2048, canonical isomeric SMILES"
LLKLWYWYWKDHMZ-UHFFFAOYSA-N,FRAUNFELTER2023-5,Pseudomonas aeruginosa,7,OUUCQDAKDZWOHC-UHFFFAOYSA-N,WARD2024-9,Pseudomonas aeruginosa,0.233766,"RDKit Morgan radius=2, fpSize=2048, canonical isomeric SMILES"
LLKLWYWYWKDHMZ-UHFFFAOYSA-N,FRAUNFELTER2023-5,Pseudomonas aeruginosa,8,LKLACXNGVWXYAW-UHFFFAOYSA-N,WARD2024-6,Pseudomonas aeruginosa,0.225,"RDKit Morgan radius=2, fpSize=2048, canonical isomeric SMILES"
LLKLWYWYWKDHMZ-UHFFFAOYSA-N,FRAUNFELTER2023-5,Pseudomonas aeruginosa,9,APMKTVCBYUVFFM-UHFFFAOYSA-N,WARD2024-8,Pseudomonas aeruginosa,0.222222,"RDKit Morgan radius=2, fpSize=2048, canonical isomeric SMILES"
LLKLWYWYWKDHMZ-UHFFFAOYSA-N,FRAUNFELTER2023-5,Pseudomonas aeruginosa,10,IIRFHYMEOYQCBC-UHFFFAOYSA-N,WARD2024-11,Pseudomonas aeruginosa,0.220779,"RDKit Morgan radius=2, fpSize=2048, canonical isomeric SMILES"
MISXPGZSFAATQD-UHFFFAOYSA-N,WARD2024-15,Pseudomonas aeruginosa,1,SVSBIDILOVJTHE-UHFFFAOYSA-N,WARD2024-13,Pseudomonas aeruginosa,0.75,"RDKit Morgan radius=2, fpSize=2048, canonical isomeric SMILES"
MISXPGZSFAATQD-UHFFFAOYSA-N,WARD2024-15,Pseudomonas aeruginosa,2,BMTCMYDFINDWQK-UHFFFAOYSA-N,WARD2024-5,Pseudomonas aeruginosa,0.534483,"RDKit Morgan radius=2, fpSize=2048, canonical isomeric SMILES"
MISXPGZSFAATQD-UHFFFAOYSA-N,WARD2024-15,Pseudomonas aeruginosa,3,BAVNIUAXBSRCQM-UHFFFAOYSA-N,WARD2024-7,Pseudomonas aeruginosa,0.525424,"RDKit Morgan radius=2, fpSize=2048, canonical isomeric SMILES"
MISXPGZSFAATQD-UHFFFAOYSA-N,WARD2024-15,Pseudomonas aeruginosa,4,UYSBYFPUEOTVDZ-UHFFFAOYSA-N,WARD2024-17,Pseudomonas aeruginosa,0.52459,"RDKit Morgan radius=2, fpSize=2048, canonical isomeric SMILES"
MISXPGZSFAATQD-UHFFFAOYSA-N,WARD2024-15,Pseudomonas aeruginosa,5,OUUCQDAKDZWOHC-UHFFFAOYSA-N,WARD2024-9,Pseudomonas aeruginosa,0.516667,"RDKit Morgan radius=2, fpSize=2048, canonical isomeric SMILES"
MISXPGZSFAATQD-UHFFFAOYSA-N,WARD2024-15,Pseudomonas aeruginosa,6,UOLLIRMONGMMAV-UHFFFAOYSA-N,WARD2024-21,Pseudomonas aeruginosa,0.492063,"RDKit Morgan radius=2, fpSize=2048, canonical isomeric SMILES"
