job_id,batch_id,project_id,candidate_id,tool_id,protocol_id,input_artifacts,command_manifest,created_at,started_at,completed_at,status,return_code,stdout_path,stderr_path,output_artifacts,provenance,signature,reason,attempt
job_738f5f13d4176166c5d6,batch_82cabf7b83ed4419,atp_synthase,__library__,historical_import,atp_historical_audit_791f36fe7b4c,"[{""artifact_hash"": ""e7936d4100e882f6a511eb98d50c043c457630b1e4e3811e5c0fd75c38a11154"", ""original_path"": ""D:\\tiaozhansai\\ATP-Navigator\\results\\phase12\\internal_17_run1\\candidate_library.csv"", ""path"": ""D:\\tiaozhansai\\ATP-Navigator\\workspace_local\\artifacts\\e7936d4100e882f6a511eb98d50c043c457630b1e4e3811e5c0fd75c38a11154\\candidate_library.csv""}]","{""action"": ""import_existing_computational_evidence"", ""lineage"": {""candidate_count"": 17, ""input_sha256"": ""e7936d4100e882f6a511eb98d50c043c457630b1e4e3811e5c0fd75c38a11154"", ""library"": ""internal"", ""note"": ""Computed historical values are preserved, not regenerated or experimental measurements."", ""source_files"": [{""path"": ""data\\model_v3\\training_table.csv"", ""sha256"": ""fa6d57753ba4b72f33ac21ef68eeba932c6c891bc7949bd5af30ac3dc3cd0a1b""}, {""path"": ""data\\dataset_v0.2\\samples.csv"", ""sha256"": ""fdef34d7984dafadd743b94f910bd2d4a529b553dfed892115775bd03baf31e3""}, {""path"": ""data\\model_v3\\binding_feature_table.csv"", ""sha256"": ""dc85b57efc7835aa81b129ca05dccb935fad7eaec166ca90a97f36c383775dd3""}], ""source_kind"": ""historical_internal_17_replay_not_new_validation""}, ""source_sha256"": ""e7936d4100e882f6a511eb98d50c043c457630b1e4e3811e5c0fd75c38a11154""}",2026-08-26T07:34:23.592340+00:00,,2026-08-26T07:34:23.595168+00:00,completed,0.0,,,"[{""artifact_hash"": ""e7936d4100e882f6a511eb98d50c043c457630b1e4e3811e5c0fd75c38a11154"", ""original_path"": ""D:\\tiaozhansai\\ATP-Navigator\\results\\phase12\\internal_17_run1\\candidate_library.csv"", ""path"": ""D:\\tiaozhansai\\ATP-Navigator\\workspace_local\\artifacts\\e7936d4100e882f6a511eb98d50c043c457630b1e4e3811e5c0fd75c38a11154\\candidate_library.csv""}]","{""origin"": ""execution_workspace""}",738f5f13d4176166c5d658fb94c3a10917f92e11328438bc85f45ba31e89645e,,0
job_3144a23b0654fe207543,batch_82cabf7b83ed4419,atp_synthase,__library__,rdkit,rdkit_morgan2_1024_chiral_v1_2026_03_5,"[{""artifact_hash"": ""e7936d4100e882f6a511eb98d50c043c457630b1e4e3811e5c0fd75c38a11154"", ""original_path"": ""D:\\tiaozhansai\\ATP-Navigator\\results\\phase12\\internal_17_run1\\candidate_library.csv"", ""path"": ""D:\\tiaozhansai\\ATP-Navigator\\workspace_local\\artifacts\\e7936d4100e882f6a511eb98d50c043c457630b1e4e3811e5c0fd75c38a11154\\candidate_library.csv""}]","{""action"": ""structure_qc"", ""stage"": ""structure_qc"", ""worker_sha256"": ""e1afb8625a44d205a591b79a9d619aa1e1ab82d869df51798b3673c35180d452""}",2026-08-26T07:34:23.631442+00:00,2026-08-26T07:34:23.641057+00:00,2026-08-26T07:34:24.252473+00:00,completed,0.0,D:\tiaozhansai\ATP-Navigator\workspace_local\jobs\job_3144a23b0654fe207543\attempt_1\stdout.txt,D:\tiaozhansai\ATP-Navigator\workspace_local\jobs\job_3144a23b0654fe207543\attempt_1\stderr.txt,"[{""artifact_hash"": ""8766450d7bac4f15223d0f0c8f57c6d62c9395ef7f4cb2d19ea2f471d22d6000"", ""original_path"": ""D:\\tiaozhansai\\ATP-Navigator\\workspace_local\\jobs\\job_3144a23b0654fe207543\\attempt_1\\result.csv"", ""path"": ""D:\\tiaozhansai\\ATP-Navigator\\workspace_local\\artifacts\\8766450d7bac4f15223d0f0c8f57c6d62c9395ef7f4cb2d19ea2f471d22d6000\\result.csv""}, {""artifact_hash"": ""aa893e208ee43ca81b9b7cfb079bdafd5f88178151f78ac3ea70ae38bed6c6f9"", ""original_path"": ""D:\\tiaozhansai\\ATP-Navigator\\workspace_local\\jobs\\job_3144a23b0654fe207543\\attempt_1\\command.json"", ""path"": ""D:\\tiaozhansai\\ATP-Navigator\\workspace_local\\artifacts\\aa893e208ee43ca81b9b7cfb079bdafd5f88178151f78ac3ea70ae38bed6c6f9\\command.json""}, {""artifact_hash"": ""b3e1fce5002173b3e889c7bb83d33d472ea5660eb673b90335d8299751f5a570"", ""original_path"": ""D:\\tiaozhansai\\ATP-Navigator\\workspace_local\\jobs\\job_3144a23b0654fe207543\\attempt_1\\receipt.json"", ""path"": ""D:\\tiaozhansai\\ATP-Navigator\\workspace_local\\artifacts\\b3e1fce5002173b3e889c7bb83d33d472ea5660eb673b90335d8299751f5a570\\receipt.json""}]","{""origin"": ""execution_workspace""}",3144a23b0654fe207543d44cbb93ffcd0229be56c55224c0d96efd5b50e747a5,,1
job_1113f6fa60bc3b13625d,batch_82cabf7b83ed4419,atp_synthase,ATP-SMI-CFA68A98711F,glide,atp_historical_audit_791f36fe7b4c,"[{""artifact_hash"": ""e7936d4100e882f6a511eb98d50c043c457630b1e4e3811e5c0fd75c38a11154"", ""original_path"": ""D:\\tiaozhansai\\ATP-Navigator\\results\\phase12\\internal_17_run1\\candidate_library.csv"", ""path"": ""D:\\tiaozhansai\\ATP-Navigator\\workspace_local\\artifacts\\e7936d4100e882f6a511eb98d50c043c457630b1e4e3811e5c0fd75c38a11154\\candidate_library.csv""}]","{""candidate_id"": ""ATP-SMI-CFA68A98711F"", ""cli_arguments"": [], ""grid"": ""unknown"", ""predecessor"": ""structure_qc"", ""prepared_input"": null, ""stage"": ""HTVS"", ""tool_id"": ""glide"", ""worker_sha256"": ""3e0f2659012661507bda6a9c5781de8720b1eabf6621c1b7295bf9c0667ad9ef""}",2026-08-26T07:34:24.336113+00:00,,,blocked,,,,[],"{""origin"": ""execution_workspace""}",1113f6fa60bc3b13625db3d6e9468ec9476b1f9dc527cf0f7a818cb98427f9da,tool_not_found: Executable not found; docking_mode_not_confirmed_for_HTVS; grid_must_be_hash_pinned; protocol.docking_mode=unknown; protocol.force_field=unknown; protocol.grid=unknown; protocol.ligand_preparation=unknown; protocol.protonation=unknown; protocol.receptor=unknown; protocol_confirmation_required; receptor_must_be_hash_pinned; hash_pinned_prepared_ligand_or_poseviewer_missing,0
job_3439dc70fb7345fdc675,batch_82cabf7b83ed4419,atp_synthase,ATP-SMI-4417138BF81D,glide,atp_historical_audit_791f36fe7b4c,"[{""artifact_hash"": ""e7936d4100e882f6a511eb98d50c043c457630b1e4e3811e5c0fd75c38a11154"", ""original_path"": ""D:\\tiaozhansai\\ATP-Navigator\\results\\phase12\\internal_17_run1\\candidate_library.csv"", ""path"": ""D:\\tiaozhansai\\ATP-Navigator\\workspace_local\\artifacts\\e7936d4100e882f6a511eb98d50c043c457630b1e4e3811e5c0fd75c38a11154\\candidate_library.csv""}]","{""candidate_id"": ""ATP-SMI-4417138BF81D"", ""cli_arguments"": [], ""grid"": ""unknown"", ""predecessor"": ""structure_qc"", ""prepared_input"": null, ""stage"": ""HTVS"", ""tool_id"": ""glide"", ""worker_sha256"": ""3e0f2659012661507bda6a9c5781de8720b1eabf6621c1b7295bf9c0667ad9ef""}",2026-08-26T07:34:24.349286+00:00,,,blocked,,,,[],"{""origin"": ""execution_workspace""}",3439dc70fb7345fdc675d8a972ec57cf2ff632f074d6d881581ff6e890bfea50,tool_not_found: Executable not found; docking_mode_not_confirmed_for_HTVS; grid_must_be_hash_pinned; protocol.docking_mode=unknown; protocol.force_field=unknown; protocol.grid=unknown; protocol.ligand_preparation=unknown; protocol.protonation=unknown; protocol.receptor=unknown; protocol_confirmation_required; receptor_must_be_hash_pinned; hash_pinned_prepared_ligand_or_poseviewer_missing,0
job_106811c91c41849f720b,batch_82cabf7b83ed4419,atp_synthase,ATP-SMI-91E7552C2382,glide,atp_historical_audit_791f36fe7b4c,"[{""artifact_hash"": ""e7936d4100e882f6a511eb98d50c043c457630b1e4e3811e5c0fd75c38a11154"", ""original_path"": ""D:\\tiaozhansai\\ATP-Navigator\\results\\phase12\\internal_17_run1\\candidate_library.csv"", ""path"": ""D:\\tiaozhansai\\ATP-Navigator\\workspace_local\\artifacts\\e7936d4100e882f6a511eb98d50c043c457630b1e4e3811e5c0fd75c38a11154\\candidate_library.csv""}]","{""candidate_id"": ""ATP-SMI-91E7552C2382"", ""cli_arguments"": [], ""grid"": ""unknown"", ""predecessor"": ""structure_qc"", ""prepared_input"": null, ""stage"": ""HTVS"", ""tool_id"": ""glide"", ""worker_sha256"": ""3e0f2659012661507bda6a9c5781de8720b1eabf6621c1b7295bf9c0667ad9ef""}",2026-08-26T07:34:24.362545+00:00,,,blocked,,,,[],"{""origin"": ""execution_workspace""}",106811c91c41849f720b03c72f00fc64718f17ce9e0e47bdde83dc2f497e3934,tool_not_found: Executable not found; docking_mode_not_confirmed_for_HTVS; grid_must_be_hash_pinned; protocol.docking_mode=unknown; protocol.force_field=unknown; protocol.grid=unknown; protocol.ligand_preparation=unknown; protocol.protonation=unknown; protocol.receptor=unknown; protocol_confirmation_required; receptor_must_be_hash_pinned; hash_pinned_prepared_ligand_or_poseviewer_missing,0
job_0540e139a66e21c34ae2,batch_82cabf7b83ed4419,atp_synthase,ATP-SMI-775D33706F04,glide,atp_historical_audit_791f36fe7b4c,"[{""artifact_hash"": ""e7936d4100e882f6a511eb98d50c043c457630b1e4e3811e5c0fd75c38a11154"", ""original_path"": ""D:\\tiaozhansai\\ATP-Navigator\\results\\phase12\\internal_17_run1\\candidate_library.csv"", ""path"": ""D:\\tiaozhansai\\ATP-Navigator\\workspace_local\\artifacts\\e7936d4100e882f6a511eb98d50c043c457630b1e4e3811e5c0fd75c38a11154\\candidate_library.csv""}]","{""candidate_id"": ""ATP-SMI-775D33706F04"", ""cli_arguments"": [], ""grid"": ""unknown"", ""predecessor"": ""structure_qc"", ""prepared_input"": null, ""stage"": ""HTVS"", ""tool_id"": ""glide"", ""worker_sha256"": ""3e0f2659012661507bda6a9c5781de8720b1eabf6621c1b7295bf9c0667ad9ef""}",2026-08-26T07:34:24.375617+00:00,,,blocked,,,,[],"{""origin"": ""execution_workspace""}",0540e139a66e21c34ae2d4220847b919d40efe84c612ba15de3e7a0ee84fdbdb,tool_not_found: Executable not found; docking_mode_not_confirmed_for_HTVS; grid_must_be_hash_pinned; protocol.docking_mode=unknown; protocol.force_field=unknown; protocol.grid=unknown; protocol.ligand_preparation=unknown; protocol.protonation=unknown; protocol.receptor=unknown; protocol_confirmation_required; receptor_must_be_hash_pinned; hash_pinned_prepared_ligand_or_poseviewer_missing,0
job_b84658dc94140ff311cb,batch_82cabf7b83ed4419,atp_synthase,ATP-SMI-C93E6EC67CDB,glide,atp_historical_audit_791f36fe7b4c,"[{""artifact_hash"": ""e7936d4100e882f6a511eb98d50c043c457630b1e4e3811e5c0fd75c38a11154"", ""original_path"": ""D:\\tiaozhansai\\ATP-Navigator\\results\\phase12\\internal_17_run1\\candidate_library.csv"", ""path"": ""D:\\tiaozhansai\\ATP-Navigator\\workspace_local\\artifacts\\e7936d4100e882f6a511eb98d50c043c457630b1e4e3811e5c0fd75c38a11154\\candidate_library.csv""}]","{""candidate_id"": ""ATP-SMI-C93E6EC67CDB"", ""cli_arguments"": [], ""grid"": ""unknown"", ""predecessor"": ""structure_qc"", ""prepared_input"": null, ""stage"": ""HTVS"", ""tool_id"": ""glide"", ""worker_sha256"": ""3e0f2659012661507bda6a9c5781de8720b1eabf6621c1b7295bf9c0667ad9ef""}",2026-08-26T07:34:24.387427+00:00,,,blocked,,,,[],"{""origin"": ""execution_workspace""}",b84658dc94140ff311cb4f0acb21d19889c53256a975a241d560cae90d058d60,tool_not_found: Executable not found; docking_mode_not_confirmed_for_HTVS; grid_must_be_hash_pinned; protocol.docking_mode=unknown; protocol.force_field=unknown; protocol.grid=unknown; protocol.ligand_preparation=unknown; protocol.protonation=unknown; protocol.receptor=unknown; protocol_confirmation_required; receptor_must_be_hash_pinned; hash_pinned_prepared_ligand_or_poseviewer_missing,0
job_fbe72d9407a1b0860ab4,batch_82cabf7b83ed4419,atp_synthase,ATP-SMI-874C2DE25FE4,glide,atp_historical_audit_791f36fe7b4c,"[{""artifact_hash"": ""e7936d4100e882f6a511eb98d50c043c457630b1e4e3811e5c0fd75c38a11154"", ""original_path"": ""D:\\tiaozhansai\\ATP-Navigator\\results\\phase12\\internal_17_run1\\candidate_library.csv"", ""path"": ""D:\\tiaozhansai\\ATP-Navigator\\workspace_local\\artifacts\\e7936d4100e882f6a511eb98d50c043c457630b1e4e3811e5c0fd75c38a11154\\candidate_library.csv""}]","{""candidate_id"": ""ATP-SMI-874C2DE25FE4"", ""cli_arguments"": [], ""grid"": ""unknown"", ""predecessor"": ""structure_qc"", ""prepared_input"": null, ""stage"": ""HTVS"", ""tool_id"": ""glide"", ""worker_sha256"": ""3e0f2659012661507bda6a9c5781de8720b1eabf6621c1b7295bf9c0667ad9ef""}",2026-08-26T07:34:24.399106+00:00,,,blocked,,,,[],"{""origin"": ""execution_workspace""}",fbe72d9407a1b0860ab4914905a4ec994dc8561ea96041b2a0c2906e0f9b3316,tool_not_found: Executable not found; docking_mode_not_confirmed_for_HTVS; grid_must_be_hash_pinned; protocol.docking_mode=unknown; protocol.force_field=unknown; protocol.grid=unknown; protocol.ligand_preparation=unknown; protocol.protonation=unknown; protocol.receptor=unknown; protocol_confirmation_required; receptor_must_be_hash_pinned; hash_pinned_prepared_ligand_or_poseviewer_missing,0
job_f108c8a0baa7c7190fbb,batch_82cabf7b83ed4419,atp_synthase,ATP-SMI-96FD6257D8BA,glide,atp_historical_audit_791f36fe7b4c,"[{""artifact_hash"": ""e7936d4100e882f6a511eb98d50c043c457630b1e4e3811e5c0fd75c38a11154"", ""original_path"": ""D:\\tiaozhansai\\ATP-Navigator\\results\\phase12\\internal_17_run1\\candidate_library.csv"", ""path"": ""D:\\tiaozhansai\\ATP-Navigator\\workspace_local\\artifacts\\e7936d4100e882f6a511eb98d50c043c457630b1e4e3811e5c0fd75c38a11154\\candidate_library.csv""}]","{""candidate_id"": ""ATP-SMI-96FD6257D8BA"", ""cli_arguments"": [], ""grid"": ""unknown"", ""predecessor"": ""structure_qc"", ""prepared_input"": null, ""stage"": ""HTVS"", ""tool_id"": ""glide"", ""worker_sha256"": ""3e0f2659012661507bda6a9c5781de8720b1eabf6621c1b7295bf9c0667ad9ef""}",2026-08-26T07:34:24.410242+00:00,,,blocked,,,,[],"{""origin"": ""execution_workspace""}",f108c8a0baa7c7190fbb5e24def36700bab5cf752e14cdb6091cdb52002184c7,tool_not_found: Executable not found; docking_mode_not_confirmed_for_HTVS; grid_must_be_hash_pinned; protocol.docking_mode=unknown; protocol.force_field=unknown; protocol.grid=unknown; protocol.ligand_preparation=unknown; protocol.protonation=unknown; protocol.receptor=unknown; protocol_confirmation_required; receptor_must_be_hash_pinned; hash_pinned_prepared_ligand_or_poseviewer_missing,0
job_189974966aac3a33912e,batch_82cabf7b83ed4419,atp_synthase,ATP-SMI-94F73967C042,glide,atp_historical_audit_791f36fe7b4c,"[{""artifact_hash"": ""e7936d4100e882f6a511eb98d50c043c457630b1e4e3811e5c0fd75c38a11154"", ""original_path"": ""D:\\tiaozhansai\\ATP-Navigator\\results\\phase12\\internal_17_run1\\candidate_library.csv"", ""path"": ""D:\\tiaozhansai\\ATP-Navigator\\workspace_local\\artifacts\\e7936d4100e882f6a511eb98d50c043c457630b1e4e3811e5c0fd75c38a11154\\candidate_library.csv""}]","{""candidate_id"": ""ATP-SMI-94F73967C042"", ""cli_arguments"": [], ""grid"": ""unknown"", ""predecessor"": ""structure_qc"", ""prepared_input"": null, ""stage"": ""HTVS"", ""tool_id"": ""glide"", ""worker_sha256"": ""3e0f2659012661507bda6a9c5781de8720b1eabf6621c1b7295bf9c0667ad9ef""}",2026-08-26T07:34:24.423990+00:00,,,blocked,,,,[],"{""origin"": ""execution_workspace""}",189974966aac3a33912e5169c4392a40c99ca702e269a44b4521244eb1486b67,tool_not_found: Executable not found; docking_mode_not_confirmed_for_HTVS; grid_must_be_hash_pinned; protocol.docking_mode=unknown; protocol.force_field=unknown; protocol.grid=unknown; protocol.ligand_preparation=unknown; protocol.protonation=unknown; protocol.receptor=unknown; protocol_confirmation_required; receptor_must_be_hash_pinned; hash_pinned_prepared_ligand_or_poseviewer_missing,0
